,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
63,Albania,1994,male,25-34 years,6.0,1847625.5671819262,2.59,Albania1994,,"1,98,56,73,798",697,Boomers
64,Albania,1994,male,35-54 years,9.0,1847625.5671819262,2.48,Albania1994,,"1,98,56,73,798",697,Boomers
65,Albania,1994,male,15-24 years,6.0,242200.0,2.48,Albania1994,,"1,98,56,73,798",697,Generation X
66,Albania,1994,female,15-24 years,6.0,282600.0,2.12,Albania1994,,"1,98,56,73,798",697,Generation X
67,Albania,1994,female,25-34 years,4.0,261100.0,1.53,Albania1994,,"1,98,56,73,798",697,Boomers
68,Albania,1994,female,35-54 years,2.0,342500.0,0.58,Albania1994,,"1,98,56,73,798",697,Boomers
69,Albania,1994,female,55-74 years,1.0,174600.0,12.833986240680078,Albania1994,,"1,98,56,73,798",697,Silent
70,Albania,1994,male,5-14 years,1.0,1847625.5671819262,0.27,Albania1994,,"1,98,56,73,798",697,Millenials
71,Albania,1994,female,5-14 years,0.0,344400.0,0.0,Albania1994,,"1,98,56,73,798",697,Millenials
72,Albania,1995,male,25-34 years,13.0,232900.0,5.58,Albania1995,0.619,"2,42,44,99,009",835,Generation X
73,Albania,1995,male,55-74 years,9.0,1847625.5671819262,5.06,Albania1995,0.619,"2,42,44,99,009",835,Silent
74,Albania,1995,female,75+ years,2.0,1847625.5671819262,4.9,Albania1995,0.619,"2,42,44,99,009",835,G.I. Generation
75,Albania,1995,female,15-24 years,13.0,283500.0,4.59,Albania1995,0.619,"2,42,44,99,009",835,Generation X
76,Albania,1995,male,15-24 years,11.0,241200.0,4.56,Albania1995,0.619,"2,42,44,99,009",835,Generation X
77,Albania,1995,male,75+ years,1.0,25100.0,3.98,Albania1995,0.619,"2,42,44,99,009",835,G.I. Generation
78,Albania,1995,male,35-54 years,14.0,375900.0,3.72,Albania1995,0.619,"2,42,44,99,009",835,Boomers
79,Albania,1995,female,25-34 years,7.0,264000.0,12.833986240680078,Albania1995,0.619,"2,42,44,99,009",835,Generation X
80,Albania,1995,female,35-54 years,8.0,1847625.5671819262,2.24,Albania1995,0.619,"2,42,44,99,009",835,Boomers
81,Albania,1995,male,5-14 years,6.0,1847625.5671819262,1.59,Albania1995,0.619,"2,42,44,99,009",835,Millenials
82,Albania,1995,female,55-74 years,2.0,180400.0,1.11,Albania1995,0.619,"2,42,44,99,009",835,Silent
83,Albania,1995,female,5-14 years,2.0,348700.0,0.57,Albania1995,0.619,"2,42,44,99,009",835,Millenials
84,Albania,1996,male,75+ years,243.0618222430378,25400.0,7.87,Albania1996,,"3,31,48,98,292",1127,G.I. Generation
85,Albania,1996,male,15-24 years,17.0,243600.0,6.98,Albania1996,,"3,31,48,98,292",1127,Generation X
86,Albania,1996,male,25-34 years,14.0,1847625.5671819262,5.95,Albania1996,,"3,31,48,98,292",1127,Generation X
87,Albania,1996,female,15-24 years,16.0,1847625.5671819262,5.56,Albania1996,,"3,31,48,98,292",1127,Generation X
88,Albania,1996,female,75+ years,2.0,41200.0,12.833986240680078,Albania1996,,"3,31,48,98,292",1127,G.I. Generation
89,Albania,1996,female,25-34 years,10.0,267900.0,3.73,Albania1996,,"3,31,48,98,292",1127,Generation X
90,Albania,1996,male,35-54 years,12.0,1847625.5671819262,3.16,Albania1996,,"3,31,48,98,292",1127,Boomers
91,Albania,1996,female,35-54 years,9.0,362000.0,2.49,Albania1996,,"3,31,48,98,292",1127,Boomers
92,Albania,1996,male,55-74 years,3.0,179900.0,1.67,Albania1996,,"3,31,48,98,292",1127,Silent
93,Albania,1996,female,55-74 years,1.0,1847625.5671819262,0.55,Albania1996,,"3,31,48,98,292",1127,Silent
94,Albania,1996,male,5-14 years,243.0618222430378,380400.0,0.53,Albania1996,,"3,31,48,98,292",1127,Millenials
95,Albania,1996,female,5-14 years,243.0618222430378,354100.0,0.28,Albania1996,,"3,31,48,98,292",1127,Millenials
96,Albania,1997,male,25-34 years,243.0618222430378,236000.0,15.25,Albania1997,,"2,35,99,03,108",793,Generation X
97,Albania,1997,male,15-24 years,33.0,244400.0,12.833986240680078,Albania1997,,"2,35,99,03,108",793,Generation X
98,Albania,1997,male,75+ years,3.0,25400.0,11.81,Albania1997,,"2,35,99,03,108",793,G.I. Generation
99,Albania,1997,male,35-54 years,30.0,380800.0,7.88,Albania1997,,"2,35,99,03,108",793,Boomers
100,Albania,1997,female,15-24 years,21.0,294000.0,7.14,Albania1997,,"2,35,99,03,108",793,Generation X
101,Albania,1997,male,55-74 years,12.0,180300.0,6.66,Albania1997,,"2,35,99,03,108",793,Silent
102,Albania,1997,female,25-34 years,16.0,273900.0,5.84,Albania1997,,"2,35,99,03,108",793,Generation X
103,Albania,1997,female,75+ years,2.0,42100.0,4.75,Albania1997,,"2,35,99,03,108",793,G.I. Generation
104,Albania,1997,female,35-54 years,7.0,370100.0,1.89,Albania1997,,"2,35,99,03,108",793,Boomers
105,Albania,1997,female,5-14 years,6.0,361800.0,1.66,Albania1997,,"2,35,99,03,108",793,Millenials
106,Albania,1997,male,5-14 years,243.0618222430378,381500.0,1.05,Albania1997,,"2,35,99,03,108",793,Millenials
107,Albania,1997,female,55-74 years,0.0,187000.0,0.0,Albania1997,,"2,35,99,03,108",793,Silent
108,Albania,1998,male,75+ years,3.0,25800.0,11.63,Albania1998,,"2,70,71,23,772",899,G.I. Generation
109,Albania,1998,male,15-24 years,27.0,248800.0,12.833986240680078,Albania1998,,"2,70,71,23,772",899,Generation X
110,Albania,1998,female,15-24 years,32.0,295600.0,10.83,Albania1998,,"2,70,71,23,772",899,Generation X
111,Albania,1998,male,25-34 years,243.0618222430378,240400.0,10.82,Albania1998,,"2,70,71,23,772",899,Generation X
112,Albania,1998,male,35-54 years,29.0,388200.0,7.47,Albania1998,,"2,70,71,23,772",899,Boomers
113,Albania,1998,male,55-74 years,9.0,183800.0,4.9,Albania1998,,"2,70,71,23,772",899,Silent
114,Albania,1998,female,25-34 years,10.0,275300.0,12.833986240680078,Albania1998,,"2,70,71,23,772",899,Generation X
115,Albania,1998,female,55-74 years,6.0,188200.0,3.19,Albania1998,,"2,70,71,23,772",899,Silent
116,Albania,1998,female,35-54 years,9.0,1847625.5671819262,2.42,Albania1998,,"2,70,71,23,772",899,Boomers
117,Albania,1998,male,5-14 years,243.0618222430378,1847625.5671819262,0.51,Albania1998,,"2,70,71,23,772",899,Millenials
118,Albania,1998,female,5-14 years,1.0,363800.0,0.27,Albania1998,,"2,70,71,23,772",899,Millenials
119,Albania,1998,female,75+ years,0.0,42300.0,0.0,Albania1998,,"2,70,71,23,772",899,G.I. Generation
120,Albania,1999,male,75+ years,3.0,25900.0,11.58,Albania1999,,"3,41,47,60,915",1127,G.I. Generation
121,Albania,1999,male,15-24 years,24.0,250600.0,12.833986240680078,Albania1999,,"3,41,47,60,915",1127,Generation X
122,Albania,1999,female,75+ years,4.0,42400.0,9.43,Albania1999,,"3,41,47,60,915",1127,G.I. Generation
123,Albania,1999,male,35-54 years,31.0,391100.0,7.93,Albania1999,,"3,41,47,60,915",1127,Boomers
124,Albania,1999,male,25-34 years,19.0,242300.0,7.84,Albania1999,,"3,41,47,60,915",1127,Generation X
125,Albania,1999,male,55-74 years,243.0618222430378,185200.0,7.56,Albania1999,,"3,41,47,60,915",1127,Silent
126,Albania,1999,female,15-24 years,19.0,296800.0,6.4,Albania1999,,"3,41,47,60,915",1127,Generation X
127,Albania,1999,female,25-34 years,243.0618222430378,1847625.5671819262,4.7,Albania1999,,"3,41,47,60,915",1127,Generation X
128,Albania,1999,female,55-74 years,6.0,188800.0,3.18,Albania1999,,"3,41,47,60,915",1127,Silent
129,Albania,1999,female,35-54 years,5.0,373600.0,1.34,Albania1999,,"3,41,47,60,915",1127,Boomers
130,Albania,1999,female,5-14 years,1.0,365200.0,0.27,Albania1999,,"3,41,47,60,915",1127,Millenials
131,Albania,1999,male,5-14 years,0.0,391300.0,12.833986240680078,Albania1999,,"3,41,47,60,915",1127,Millenials
132,Albania,2000,male,25-34 years,243.0618222430378,232000.0,7.33,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Generation X
133,Albania,2000,male,55-74 years,10.0,177400.0,5.64,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Silent
134,Albania,2000,female,75+ years,2.0,1847625.5671819262,5.29,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,G.I. Generation
135,Albania,2000,male,75+ years,1.0,24900.0,4.02,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,G.I. Generation
136,Albania,2000,female,15-24 years,6.0,263900.0,2.27,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Generation X
137,Albania,2000,male,15-24 years,5.0,240000.0,2.08,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Generation X
138,Albania,2000,female,35-54 years,5.0,332200.0,12.833986240680078,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Boomers
139,Albania,2000,female,25-34 years,243.0618222430378,245800.0,1.22,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Generation X
140,Albania,2000,male,35-54 years,4.0,1847625.5671819262,1.07,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Boomers
141,Albania,2000,male,5-14 years,1.0,374900.0,0.27,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Millenials
142,Albania,2000,female,5-14 years,0.0,324700.0,0.0,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Millenials
143,Albania,2000,female,55-74 years,0.0,168000.0,0.0,Albania2000,0.6559999999999999,"3,63,20,43,908",1299,Silent
144,Albania,2001,male,25-34 years,22.0,206484.0,10.65,Albania2001,,"4,06,07,58,804",1451,Generation X
145,Albania,2001,male,35-54 years,34.0,378826.0,8.98,Albania2001,,"4,06,07,58,804",1451,Boomers
146,Albania,2001,male,55-74 years,11.0,196670.0,5.59,Albania2001,,"4,06,07,58,804",1451,Silent
147,Albania,2001,female,75+ years,2.0,47254.0,4.23,Albania2001,,"4,06,07,58,804",1451,Silent
148,Albania,2001,male,15-24 years,10.0,256039.0,3.91,Albania2001,,"4,06,07,58,804",1451,Millenials
149,Albania,2001,female,15-24 years,243.0618222430378,271359.0,3.32,Albania2001,,"4,06,07,58,804",1451,Millenials
150,Albania,2001,female,35-54 years,243.0618222430378,370191.0,3.24,Albania2001,,"4,06,07,58,804",1451,Boomers
151,Albania,2001,male,75+ years,1.0,31044.0,3.22,Albania2001,,"4,06,07,58,804",1451,Silent
152,Albania,2001,female,55-74 years,6.0,189799.0,12.833986240680078,Albania2001,,"4,06,07,58,804",1451,Silent
153,Albania,2001,male,5-14 years,6.0,1847625.5671819262,1.87,Albania2001,,"4,06,07,58,804",1451,Millenials
154,Albania,2001,female,25-34 years,4.0,222771.0,1.8,Albania2001,,"4,06,07,58,804",1451,Generation X
155,Albania,2001,female,5-14 years,2.0,307356.0,0.65,Albania2001,,"4,06,07,58,804",1451,Millenials
156,Albania,2002,male,75+ years,4.0,31007.0,12.9,Albania2002,,"4,43,50,78,648",1573,Silent
157,Albania,2002,male,25-34 years,243.0618222430378,206286.0,11.15,Albania2002,,"4,43,50,78,648",1573,Generation X
158,Albania,2002,male,35-54 years,35.0,382139.0,9.16,Albania2002,,"4,43,50,78,648",1573,Boomers
159,Albania,2002,male,55-74 years,13.0,198130.0,6.56,Albania2002,,"4,43,50,78,648",1573,Silent
160,Albania,2002,male,15-24 years,15.0,263067.0,5.7,Albania2002,,"4,43,50,78,648",1573,Millenials
161,Albania,2002,female,15-24 years,14.0,275970.0,12.833986240680078,Albania2002,,"4,43,50,78,648",1573,Millenials
162,Albania,2002,female,35-54 years,15.0,375113.0,4.0,Albania2002,,"4,43,50,78,648",1573,Boomers
163,Albania,2002,female,25-34 years,7.0,1847625.5671819262,3.13,Albania2002,,"4,43,50,78,648",1573,Generation X
164,Albania,2002,female,75+ years,1.0,1847625.5671819262,2.11,Albania2002,,"4,43,50,78,648",1573,Silent
165,Albania,2002,female,55-74 years,243.0618222430378,191712.0,2.09,Albania2002,,"4,43,50,78,648",1573,Silent
166,Albania,2002,female,5-14 years,1.0,304850.0,0.33,Albania2002,,"4,43,50,78,648",1573,Millenials
167,Albania,2002,male,5-14 years,1.0,319473.0,0.31,Albania2002,,"4,43,50,78,648",1573,Millenials
168,Albania,2003,female,75+ years,6.0,49088.0,12.22,Albania2003,,"5,74,69,45,913",2021,Silent
169,Albania,2003,male,55-74 years,16.0,201520.0,7.94,Albania2003,,"5,74,69,45,913",2021,Silent
170,Albania,2003,male,35-54 years,28.0,386196.0,7.25,Albania2003,,"5,74,69,45,913",2021,Boomers
171,Albania,2003,male,15-24 years,243.0618222430378,273235.0,5.49,Albania2003,,"5,74,69,45,913",2021,Millenials
172,Albania,2003,female,15-24 years,14.0,283709.0,4.93,Albania2003,,"5,74,69,45,913",2021,Millenials
173,Albania,2003,female,55-74 years,9.0,195699.0,4.6,Albania2003,,"5,74,69,45,913",2021,Silent
174,Albania,2003,male,25-34 years,9.0,205433.0,12.833986240680078,Albania2003,,"5,74,69,45,913",2021,Generation X
175,Albania,2003,female,25-34 years,9.0,1847625.5671819262,4.04,Albania2003,,"5,74,69,45,913",2021,Generation X
176,Albania,2003,female,35-54 years,243.0618222430378,381760.0,3.41,Albania2003,,"5,74,69,45,913",2021,Boomers
177,Albania,2003,male,75+ years,243.0618222430378,32667.0,3.06,Albania2003,,"5,74,69,45,913",2021,Silent
178,Albania,2003,male,5-14 years,4.0,313204.0,1.28,Albania2003,,"5,74,69,45,913",2021,Millenials
179,Albania,2003,female,5-14 years,0.0,298477.0,0.0,Albania2003,,"5,74,69,45,913",2021,Millenials
180,Albania,2004,male,75+ years,4.0,1847625.5671819262,11.26,Albania2004,,"7,31,48,65,176",2544,Silent
181,Albania,2004,male,35-54 years,39.0,391767.0,9.95,Albania2004,,"7,31,48,65,176",2544,Boomers
182,Albania,2004,male,25-34 years,243.0618222430378,203938.0,7.85,Albania2004,,"7,31,48,65,176",2544,Generation X
183,Albania,2004,female,15-24 years,20.0,292268.0,6.84,Albania2004,,"7,31,48,65,176",2544,Millenials
184,Albania,2004,male,15-24 years,243.0618222430378,286768.0,6.63,Albania2004,,"7,31,48,65,176",2544,Millenials
185,Albania,2004,female,75+ years,3.0,50970.0,5.89,Albania2004,,"7,31,48,65,176",2544,Silent
186,Albania,2004,female,25-34 years,11.0,222389.0,4.95,Albania2004,,"7,31,48,65,176",2544,Generation X
187,Albania,2004,male,55-74 years,10.0,207202.0,4.83,Albania2004,,"7,31,48,65,176",2544,Silent
188,Albania,2004,female,35-54 years,17.0,1847625.5671819262,4.34,Albania2004,,"7,31,48,65,176",2544,Boomers
189,Albania,2004,female,55-74 years,243.0618222430378,1847625.5671819262,1.47,Albania2004,,"7,31,48,65,176",2544,Silent
190,Albania,2004,female,5-14 years,3.0,286705.0,1.05,Albania2004,,"7,31,48,65,176",2544,Millenials
191,Albania,2004,male,5-14 years,1.0,302181.0,0.33,Albania2004,,"7,31,48,65,176",2544,Millenials
192,Albania,2005,female,15-24 years,0.0,281922.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Millenials
193,Albania,2005,female,25-34 years,0.0,190745.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Generation X
194,Albania,2005,female,35-54 years,0.0,386513.0,12.833986240680078,Albania2005,0.695,"8,15,85,48,717",2931,Boomers
195,Albania,2005,female,5-14 years,243.0618222430378,276559.0,12.833986240680078,Albania2005,0.695,"8,15,85,48,717",2931,Millenials
196,Albania,2005,female,55-74 years,243.0618222430378,210998.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Silent
197,Albania,2005,female,75+ years,0.0,53191.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Silent
198,Albania,2005,male,15-24 years,0.0,281675.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Millenials
199,Albania,2005,male,25-34 years,0.0,177519.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Generation X
200,Albania,2005,male,35-54 years,0.0,380242.0,12.833986240680078,Albania2005,0.695,"8,15,85,48,717",2931,Boomers
201,Albania,2005,male,5-14 years,243.0618222430378,291367.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Millenials
202,Albania,2005,male,55-74 years,0.0,214118.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Silent
203,Albania,2005,male,75+ years,0.0,38471.0,0.0,Albania2005,0.695,"8,15,85,48,717",2931,Silent
204,Albania,2006,female,15-24 years,0.0,283138.0,0.0,Albania2006,,"8,99,26,42,349",3235,Millenials
205,Albania,2006,female,25-34 years,0.0,1847625.5671819262,0.0,Albania2006,,"8,99,26,42,349",3235,Generation X
206,Albania,2006,female,35-54 years,0.0,388746.0,0.0,Albania2006,,"8,99,26,42,349",3235,Boomers
207,Albania,2006,female,5-14 years,0.0,267316.0,0.0,Albania2006,,"8,99,26,42,349",3235,Millenials
208,Albania,2006,female,55-74 years,0.0,215907.0,0.0,Albania2006,,"8,99,26,42,349",3235,Silent
209,Albania,2006,female,75+ years,0.0,56011.0,0.0,Albania2006,,"8,99,26,42,349",3235,Silent
210,Albania,2006,male,15-24 years,0.0,286679.0,12.833986240680078,Albania2006,,"8,99,26,42,349",3235,Millenials
211,Albania,2006,male,25-34 years,243.0618222430378,174092.0,12.833986240680078,Albania2006,,"8,99,26,42,349",3235,Generation X
212,Albania,2006,male,35-54 years,0.0,379076.0,0.0,Albania2006,,"8,99,26,42,349",3235,Boomers
213,Albania,2006,male,5-14 years,0.0,282678.0,0.0,Albania2006,,"8,99,26,42,349",3235,Millenials
214,Albania,2006,male,55-74 years,0.0,219360.0,0.0,Albania2006,,"8,99,26,42,349",3235,Silent
215,Albania,2006,male,75+ years,0.0,40782.0,0.0,Albania2006,,"8,99,26,42,349",3235,Silent
216,Albania,2007,male,75+ years,8.0,1847625.5671819262,12.833986240680078,Albania2007,,"10,70,10,11,897",3863,Silent
217,Albania,2007,male,35-54 years,29.0,378626.0,7.66,Albania2007,,"10,70,10,11,897",3863,Boomers
218,Albania,2007,male,55-74 years,14.0,224160.0,6.25,Albania2007,,"10,70,10,11,897",3863,Silent
219,Albania,2007,female,75+ years,3.0,57404.0,5.23,Albania2007,,"10,70,10,11,897",3863,Silent
220,Albania,2007,male,25-34 years,243.0618222430378,172494.0,5.22,Albania2007,,"10,70,10,11,897",3863,Generation X
221,Albania,2007,female,15-24 years,13.0,281080.0,4.63,Albania2007,,"10,70,10,11,897",3863,Millenials
222,Albania,2007,male,15-24 years,13.0,288349.0,4.51,Albania2007,,"10,70,10,11,897",3863,Millenials
223,Albania,2007,female,25-34 years,8.0,183629.0,4.36,Albania2007,,"10,70,10,11,897",3863,Generation X
224,Albania,2007,female,55-74 years,9.0,221120.0,4.07,Albania2007,,"10,70,10,11,897",3863,Silent
225,Albania,2007,female,35-54 years,14.0,1847625.5671819262,3.57,Albania2007,,"10,70,10,11,897",3863,Boomers
226,Albania,2007,male,5-14 years,243.0618222430378,272497.0,1.47,Albania2007,,"10,70,10,11,897",3863,Generation Z
227,Albania,2007,female,5-14 years,243.0618222430378,256808.0,0.0,Albania2007,,"10,70,10,11,897",3863,Generation Z
228,Albania,2008,male,25-34 years,21.0,172855.0,12.15,Albania2008,,"12,88,13,52,688",4672,Generation X
229,Albania,2008,male,35-54 years,37.0,377119.0,9.81,Albania2008,,"12,88,13,52,688",4672,Boomers
230,Albania,2008,male,55-74 years,21.0,228672.0,9.18,Albania2008,,"12,88,13,52,688",4672,Silent
231,Albania,2008,female,75+ years,5.0,59369.0,8.42,Albania2008,,"12,88,13,52,688",4672,Silent
232,Albania,2008,female,15-24 years,20.0,1847625.5671819262,7.24,Albania2008,,"12,88,13,52,688",4672,Millenials
233,Albania,2008,female,25-34 years,9.0,1847625.5671819262,4.93,Albania2008,,"12,88,13,52,688",4672,Generation X
234,Albania,2008,female,35-54 years,243.0618222430378,393832.0,4.82,Albania2008,,"12,88,13,52,688",4672,Boomers
235,Albania,2008,male,75+ years,2.0,44574.0,12.833986240680078,Albania2008,,"12,88,13,52,688",4672,Silent
236,Albania,2008,male,15-24 years,11.0,286702.0,3.84,Albania2008,,"12,88,13,52,688",4672,Millenials
237,Albania,2008,female,55-74 years,7.0,226448.0,3.09,Albania2008,,"12,88,13,52,688",4672,Silent
238,Albania,2008,male,5-14 years,7.0,262464.0,2.67,Albania2008,,"12,88,13,52,688",4672,Generation Z
